output,combined
10.373502731323242,10.373502731323242
0.0010970178991556168,
0.0,
32000.369140625,
32000.04296875,
0.0050918641500175,
0.0677468478679657,
0.041068997234106064,
0.32060927152633667,
0.015940364450216293,
0.009570583701133728,
0.08160459995269775,
0.05663630738854408,
0.03387671709060669,
0.28076407313346863,
0.0579366497695446,
0.03524186462163925,
0.26975518465042114,
8.39513111114502,
7.174136161804199,
